Location ID,Country,Country description,Country ID,Forecast Type,Geo Latitude,Geo Longitude,Holding Cost Percentage,Intl/Dom Ind,Location Business Partner ID,Location,Location Region,Location Type,Location Validity,Order Timing,Replaced by Customer,Sales Area,Sales Divison,Sales Domain,Sales Region,Sales Region Code,State,State description,Demand State,Supplying Location
0000442695,US,USA,,S,,,,D,,A L  GEORGE LLC,NY,DIST,,SI,,Northern Area,Dom2 New York Division,Domestic,Dom2 NorthEast Region,55,NY,New York,UNY,8009
0000442739,US,USA,,S,,,,D,,UNITED JOHNSON BROS OF ALABAMA LLC,AL,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,AL,Alabama,AL,8009
0000442819,0000206022,VIETNAM,,S,,,,I,,UNITED BRANDS PTE LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1151
0000442921,0000206012,MALDIVES,,S,,,,I,,GRAPE EXPECTATIONS BONDED WAREHOUSE,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000443280,0000200005,SWITZERLAND,,S,,,,I,,WEINKELLEREIEN AARAU,,DIST,,SR,,Europe Area,Intl09  A O Continental Europe,International,Intl2 Cont Europe Region,24,,,,1151
0000443282,0000200005,SWITZERLAND,,S,,,,I,,HAMMEL SA,,DIST,,SI,,Europe Area,Intl09  A O Continental Europe,International,Intl2 Cont Europe Region,24,,,,1151
0000443315,US,USA,,S,,,,D,,SOUTHERN WINE   SPIRITS OF MN,MN,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,MN,Minnesota,MN,8009
0000443401,US,USA,,S,,,,D,,LDF WINE   SPIRITS,OK,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,OK,Oklahoma,OK,8009
0000443576,0000205041,TRAVEL RETAIL,,S,,,,I,,PBG  S A,,DIST,,SI,,Americas Area,Intl69  Travel Retail Div,International,Intl4 LACM Region,85,,,,8009
0000443782,US,USA,,S,,,,D,,ZTERM PENNSYLVANIA LCB,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAS,8009
0000443783,US,USA,,S,,,,D,,PENN LCB,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAS,8009
0000443784,US,USA,,S,,,,D,,GENERAL COMMODITIES COMPANY,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAS,8009
0000443896,0000205000,MEXICO,,S,,,,I,,LA MADRILENA SA DE CV,,DIST,,SI,,Americas Area,Intl57  Mexico Div,International,Intl4 LACM Region,85,,,,1159
0000443900,0000205000,MEXICO,,S,,,,I,,LA MADRILENA SA DE CV,CA,DIST,,SI,,Americas Area,Intl57  Mexico Div,International,Intl4 LACM Region,85,0000205000,MEXICO,,8009
0000443982,US,USA,,S,,,,D,,GREAT LAKES WINE   SPIRITS LLC,MI,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,MI,Michigan,MI,1128
0000444034,US,USA,,S,,,,D,,EKG INC,WY,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,WY,Wyoming,WY,8009
0000444036,US,USA,,S,,,,D,,KEG INC,WY,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,WY,Wyoming,WY,1151
0000444202,0000206024,AMERICAN SAMOA,,S,,,,I,,INTERPLAN INC,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000444347,0000204009,SASKATCHEWAN  CANADA,,S,,,,I,,SASKATCHEWAN LIQUOR CONTROL BD,SK,DIST,,SI,,Americas Area,Intl54  Western Canada Div,International,Intl3 Canada Region,68,0000204009,SASKATCHEWAN  CANADA,,8009
0000444348,0000204002,MANITOBA  CANADA,,S,,,,I,,MANITOBA LIQUOR,MB,DIST,,SI,,Americas Area,Intl54  Western Canada Div,International,Intl3 Canada Region,68,0000204002,MANITOBA  CANADA,,8009
0000444413,US,USA,,S,,,,D,,WALGREEN S DISTRIBUTION CENTER,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,8009
0000444415,US,USA,,S,,,,D,,WALGREEN S DISTRIBUTION CENTER,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,8009
0000444450,0000204006,ONTARIO  CANADA,,S,,,,I,,LONDON ONTARIO LIQUOR CONTROL,ON,DIST,,SI,,Americas Area,Intl51  Eastern Canada Div,International,Intl3 Canada Region,68,0000204006,ONTARIO  CANADA,,1144
0000444528,US,USA,,S,,,,D,,TASTING ROOM TR5   CASH,CA,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,CA,California,SoCAL,8009
0000444535,US,USA,,S,,,,D,,TASTING ROOM TR5   WINE CLUB,CA,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,CA,California,SoCAL,1142
0000444663,0000206007,GUAM,,S,,,,I,,D   Q CO   LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000444873,US,USA,,S,,,,D,,WALGREEN S DISTRIBUTION CENTER,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,8009
0000444920,US,USA,,V,,,,D,,E J GALLO WINERY NC PLANT NC3,NC,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,NC,North Carolina,NC,1123
0000445021,0000205035,URUGUAY,,S,,,,I,,WIRTIL INTERNATIONAL S A,,DIST,,SI,,Americas Area,Intl66  South America Div,International,Intl4 LACM Region,85,,,,1151
0000445033,0000206010,LAOS,,S,,,,I,,MASININDO TRADING,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1159
0000445077,0000205041,TRAVEL RETAIL,,S,,,,I,,ZTERM STREIFFER DUTY FREE,SC,DIST,,SI,,Americas Area,Intl69  Travel Retail Div,International,Intl4 LACM Region,85,0000205041,TRAVEL RETAIL,,1151
0000445119,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,FL,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,FL,Florida,FL,8009
0000445124,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,MD,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,MD,Maryland,MD,1151
0000445126,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES,CA,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,CA,California,SoCAL,8009
0000445133,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,CA,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,CA,California,NorCAL,8009
0000445135,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,CA,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,CA,California,SoCAL,8009
0000445149,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,FL,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,FL,Florida,FL,8009
0000445152,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES,CA,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,CA,California,NorCAL,1151
0000445197,0000206000,JAPAN,,S,,,,I,,TOKO TRADING CO LTD,,DIST,,SI,,Asia Area,Intl72  Japan Div,International,Intl5 Asia Region,84,,,,1159
0000445212,0000206025,AUSTRALIA,,S,,,,I,,ENDEAVOUR GROUP LIMITED,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000445228,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,FL,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,FL,Florida,FL,8009
0000445304,US,USA,,S,,,,D,,PREMIER BEV CO LLC,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,8009
0000445451,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE   SPIRITS,WA,DIST,,SI,,Western Area,Dom1 Western Division,Domestic,Dom1 Western Region,23,WA,Washington,WA,1151
0000447483,US,USA,,V,,,,D,,E J GALLO WINERY PENN LCB PL1,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAV,1125
0000447485,US,USA,,V,,,,D,,E   J GALLO WINERY PENN LCB PL3,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAV,
0000457069,US,USA,,S,,,,D,,JOHNSON BROTHERS LIQUOR COMPANY,MN,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,MN,Minnesota,MN,8009
0000461775,US,USA,,S,,,,D,,BEVMO,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,1151
0000465867,0000206026,INDONESIA,,S,,,,I,,PT PANCANIAGA INDOPERKASA  PNI,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000465869,0000206015,SINGAPORE,,S,,,,I,,ABV LOGISTICS PTE  LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1159
0000469028,0000205021,COSTA RICA,,S,,,,I,,GOURMET IMPORTS DCR S A,,DIST,,SI,,Americas Area,Intl63  Central America Div,International,Intl4 LACM Region,85,,,,1159
0000472240,0000204008,QUEBEC  CANADA,,S,,,,I,,SOCIETE DES ALCOOLS DU QUEBEC,QC,DIST,,SI,,Americas Area,Intl51  Eastern Canada Div,International,Intl3 Canada Region,68,0000204008,QUEBEC  CANADA,,8009
0000476015,US,USA,,S,,,,D,,TRIBAL ABC BOARD  0184,NC,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,NC,North Carolina,NC,1123
0000477513,0000206015,SINGAPORE,,S,,,,I,,NTUC FAIRPRICE CO OPERATIVE LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1159
0000480989,US,USA,,S,,,,D,,BOARDWALK DISTRIBUTION CO,OK,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,OK,Oklahoma,OK,1151
0000481914,US,USA,,S,,,,D,,JOHNSON BROTHERS OF FLORIDA  INC,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,1123
0000485928,US,USA,,S,,,,D,,TASTING ROOM CASH,WA,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,WA,Washington,WA,8009
0000487320,US,USA,,S,,,,D,,JOHNSON BROTHERS OF FLORIDA  INC,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,1123
0000488062,US,USA,,S,,,,D,,NEXCOM,VA,DIST,,SI,,Military Area,Dom6 Military Domestic,Domestic,Dom6 Dom Military Region,17,VA,Virginia,MIL,1125
0000488065,US,USA,,S,,,,D,,TASTING ROOM WINE CLUB,WA,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,WA,Washington,WA,8009
0000489807,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,,,MIL,1151
0000489894,US,USA,,S,,,,D,,BREAKTHRU BEVERAGE ILLINOIS LLC,IL,DIST,,SI,,Northern Area,Dom2 MidWest Division,Domestic,Dom2 MidWest Region,53,IL,Illinois,IL,1128
0000489936,0000206000,JAPAN,,S,,,,I,,PIEROTH JAPAN K K,,DIST,,SI,,Asia Area,Intl72  Japan Div,International,Intl5 Asia Region,84,,,,1159
0000489996,US,USA,,V,,,,D,,E J GALLO WINERY ALABAMA ABC,AL,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,AL,Alabama,AL,1119
0000490000,US,USA,,S,,,,D,,AL ABC CONTROL,AL,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,AL,Alabama,AL,8009
0000490079,0000206003,CHINA,,S,,,,I,,XIAMEN C D INTERNATIONAL,,DIST,,SI,,Asia Area,Intl75  China Div,International,Intl5 Asia Region,84,,,,8009
0000490158,US,USA,,S,,,,D,,GLAZER S BEER   BEVERAGE,KS,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,KS,Kansas,KS,8009
0000490666,0000206001,HONG KONG,,S,,,,I,,THE DAIRY FARM CO LTD,,DIST,,SI,,Asia Area,Intl78  Hong Kong,International,Intl5 Asia Region,84,,,,8009
0000490668,0000206001,HONG KONG,,S,,,,I,,AS WATSON GROUP  HK,,DIST,,SI,,Asia Area,Intl78  Hong Kong,International,Intl5 Asia Region,84,,,,8009
0000491057,US,USA,,S,,,,D,,BIG LOTS RANCHOCUCMNGA DC 0873 GWC,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,1151
0000491157,0000206004,KOREA,,S,,,,I,,KOREAN AIR CATERING   DUTY,,DIST,,SI,,Asia Area,Intl81  South Korea Div,International,Intl5 Asia Region,84,,,,8009
0000491422,US,USA,,S,,,,D,,HIGH COUNTRY BEVERAGE CORP,CO,DIST,,SI,,Western Area,Dom1 Southern Division,Domestic,Dom1 Southern Region,38,CO,Colorado,CO,1151
0000491482,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,FL,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,FL,Florida,FL,1151
0000491559,US,USA,,S,,,,D,,DADUE COMPLIANCE   LOGISTICS,CA,DIST,,SI,,Corporate Area,Corp Closeout Distrsd Division,Corporate,Corp Corporate Region,64,CA,California,NorCAL,8009
0000491560,US,USA,,S,,,,D,,DADUE COMPLIANCE   LOGISTICS,CA,DIST,,SI,,Corporate Area,Corp Closeout Distrsd Division,Corporate,Corp Corporate Region,64,CA,California,SoCAL,8009
0000491561,US,USA,,S,,,,D,,DADUE COMPLIANCE   LOGISTICS,CA,DIST,,SI,,Corporate Area,Corp Closeout Distrsd Division,Corporate,Corp Corporate Region,64,CA,California,NorCAL,8009
0000491608,US,USA,,S,,,,D,,JOHNSON BROTHERS OF FLORIDA  INC,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,1123
0000491661,0000206002,PHILIPPINES,,S,,,,I,,EMPERADOR DISTILLERS INC,,DIST,,SI,,Asia Area,Intl84  Philippines Div,International,Intl5 Asia Region,84,,,,1159
0000491685,0000206022,VIETNAM,,S,,,,I,,UNITED BRANDS PTE LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1151
0000491716,0000205041,TRAVEL RETAIL,,S,,,,I,,DUTY FREE PARTNERS,ON,DIST,,SI,,Americas Area,Intl69  Travel Retail Div,International,Intl4 LACM Region,85,0000205041,TRAVEL RETAIL,,1151
0000491767,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,FL,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,FL,Florida,FL,1123
0000491960,US,USA,,S,,,,D,,CORE MARK DISTRIBUTORS INC,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,1123
0000492008,0000202003,GHANA,,S,,,,I,,FOREWIN GHANA LTD,,DIST,,SR,,Middle East and Africa Area,Intl93  A O Africa Div,International,Intl6 Africa Region,74,,,,1151
0000492038,0000202002,UNITED ARAB EMIRATES,,S,,,,I,,MARITIME MERCANTILE FZE,,DIST,,SR,,Middle East and Africa Area,Intl99  MEA Duty Free Div,International,Intl8 MEA Duty Free Region,86,,,,8009
0000492055,0000205029,BRAZIL,,S,,,,I,,W2W E COMMERCE DE VINHOS S A,ES,DIST,,SI,,Americas Area,Intl66  South America Div,International,Intl4 LACM Region,85,0000205029,BRAZIL,,8009
0000492105,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE   SPIRITS,AR,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,AR,Arkansas,AR,8009
0000492230,US,USA,,S,,,,D,,DOLLAR GENERAL WHSE  GWC,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,8009
0000492390,0000206005,CAMBODIA,,S,,,,I,,HUNG HIEP  CAMBODIA  CO LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000492416,US,USA,,S,,,,D,,TIN SHACK LLC,WY,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,WY,Wyoming,WY,1151
0000492424,0000205041,TRAVEL RETAIL,,S,,,,I,,CARIBBEAN SHIPSTORES NV,CA,DIST,,SI,,Americas Area,Intl69  Travel Retail Div,International,Intl4 LACM Region,85,0000205041,TRAVEL RETAIL,,1159
0000492499,US,USA,,S,,,,D,,EMPIRE DIST INC,GA,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,GA,Georgia,GA,1119
0000492504,0000200007,BELGIUM,,S,,,,I,,CORDIER,,DIST,,SI,,Europe Area,Intl09  A O Continental Europe,International,Intl2 Cont Europe Region,24,,,,1151
0000492514,US,USA,,S,,,,D,,THE STACOLE CO INC,FL,DIST,,SI,,Corporate Area,Corp Private Label Division,Corporate,Corp Corporate Region,64,FL,Florida,FL,8009
0000492520,US,USA,,S,,,,D,,WIRTZ BEVERAGE MINNESOTA,MN,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,MN,Minnesota,MN,1121
0000492533,0000205036,PANAMA,,S,,,,I,,VARELA HERMANOS S A,,DIST,,SI,,Americas Area,Intl63  Central America Div,International,Intl4 LACM Region,85,,,,1159
0000492914,US,USA,,S,,,,D,,WALMART DC,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,8009
0000493897,0000205034,SURINAME,,S,,,,I,,KING S ENTERPRISES NV,,DIST,,SI,,Americas Area,Intl66  South America Div,International,Intl4 LACM Region,85,,,,1159
0000495230,US,USA,,S,,,,D,,WALMART DC,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,8009
0000495265,0000206008,MONGOLIA,,S,,,,I,,NOYON UUL ERDENE LLC,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000495293,US,USA,,S,,,,D,,EL SUPER WAREHOUSE,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,1151
0000495294,0000205002,BAHAMAS,,S,,,,I,,BAYSIDE DISTRIBUTORS INC,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,8009
0000495539,0000202002,UNITED ARAB EMIRATES,,S,,,,I,,HARTS INTERNATIONAL RETAILERS,,DIST,,SR,,Middle East and Africa Area,Intl96  Middle East Div,International,Intl7 Middle East Region,76,,,,8009
0000495648,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,TX,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,TX,Texas,TX,8009
0000495875,0000202006,NIGERIA,,S,,,,I,,BA NIGERIA DISTRIBUTION LTD,,DIST,,SI,,Middle East and Africa Area,Intl90  Nigeria Div,International,Intl6 Africa Region,74,,,,8009
0000495911,0000206001,HONG KONG,,S,,,,I,,CITY SUPER LIMITED,,DIST,,SI,,Asia Area,Intl78  Hong Kong,International,Intl5 Asia Region,84,,,,8009
0000495914,0000200001,IRELAND,,S,,,,I,,INNOVATIVE WINE SOLUTIONS LTD,,DIST,,SI,,Europe Area,Intl03  UK Div,International,Intl1 UK Ireland Region,70,,,,8009
0000496027,0000205023,GUATEMALA,,S,,,,I,,COMPANIA DE DISTRIBUCION CENTRO,,DIST,,SI,,Americas Area,Intl63  Central America Div,International,Intl4 LACM Region,85,,,,8009
0000496197,US,USA,,S,,,,D,,CLARK BEVERAGE GROUP INC,MN,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,MN,Minnesota,MN,1120
0000496202,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,SC,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,SC,South Carolina,SC,8009
0000496490,0000200017,RUSSIA,,S,,,,I,,BRAVO PREMIUM LLC,,DIST,,SR,,Europe Area,Intl39  Russia Div,International,Intl2 Cont Europe Region,24,,,,1100
0000496589,0000206015,SINGAPORE,,S,,,,I,,LUBRITRADE TRADING PTE LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000496591,0000205041,TRAVEL RETAIL,,S,,,,I,,DUTY FREE AIR   SHIP SUPPLY  DFASS,ON,DIST,,SI,,Americas Area,Intl69  Travel Retail Div,International,Intl4 LACM Region,85,0000205041,TRAVEL RETAIL,,8009
0000496644,US,USA,,S,,,,D,,TARGET DC 3806,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,1151
0000496877,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,FL,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,FL,Florida,FL,1151
0000496912,0000202011,JORDAN,,S,,,,I,,ARAB ITALIAN TRADING CO,,DIST,,SR,,Middle East and Africa Area,Intl96  Middle East Div,International,Intl7 Middle East Region,76,,,,8009
0000497038,0000206018,THAILAND,,S,,,,I,,LAEMCHABANG FREE TRADE ZONE CO LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000497180,0000202006,NIGERIA,,S,,,,I,,BA NIGERIA DISTRIBUTION LTD,,DIST,,SI,,Middle East and Africa Area,Intl90  Nigeria Div,International,Intl6 Africa Region,74,,,,8009
0000497295,US,USA,,S,,,,D,,PREMIER BEV CO LLC,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,1123
0000497514,US,USA,,S,,,,D,,JACKSON CO ABC BOARD 0185,NC,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,NC,North Carolina,NC,8009
0000497515,US,USA,,S,,,,D,,JACKSON CO ABC BOARD 0185,NC,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,NC,North Carolina,NC,1123
0000497556,0000206025,AUSTRALIA,,S,,,,I,,ROBERT OATLEY VINEYARDS PTY LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,
0000497634,0000206004,KOREA,,S,,,,I,,SUNRISE KOREA,,DIST,,SI,,Asia Area,Intl81  South Korea Div,International,Intl5 Asia Region,84,,,,8009
0000497639,0000200018,KAZAKHSTAN,,S,,,,I,,E J GALLO WINERY EUROPE UK,,DIST,,SI,,Europe Area,Intl09  A O Continental Europe,International,Intl2 Cont Europe Region,24,,,,1151
0000497750,0000206005,CAMBODIA,,S,,,,I,,PRESTIGE SUPPLIES INC,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000497937,US,USA,,S,,,,D,,CGX OTTO GRAHAM,OH,DIST,,SI,,Military Area,Dom6 Military Domestic,Domestic,Dom6 Dom Military Region,17,OH,Ohio,OH,8009
0000497939,US,USA,,S,,,,D,,CGX CHESAPEAKE VA EXCHANGE  901,VA,DIST,,SI,,Military Area,Dom6 Military Domestic,Domestic,Dom6 Dom Military Region,17,VA,Virginia,MIL,1151
0000498190,0000206018,THAILAND,,S,,,,I,,ASIAN FOOD GROUP  THAILAND  CO LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000498278,US,USA,,S,,,,D,,MICHAEL J  DEVINE   ASSOCIATES  INC,CA,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,CA,California,SoCAL,1151
0000498303,US,USA,,S,,,,D,,TARGET DC 0593,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,1151
0000498304,US,USA,,S,,,,D,,TARGET DC 9479,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,8009
0000498305,US,USA,,S,,,,D,,TARGET DC 0553,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,1151
0000498429,0000206029,TAIWAN,,S,,,,I,,COSTCO WHOLESALE TAIWAN INC,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000498442,US,USA,,S,,,,D,,TARGET DC 055,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,
0000498726,US,USA,,S,,,,D,,DADUE COMPLIANCE   LOGISTICS,CA,DIST,,SI,,Corporate Area,Corp Closeout Distrsd Division,Corporate,Corp Corporate Region,64,CA,California,SoCAL,8009
0000498942,0000205016,TRINIDAD AND TOBAGO,,S,,,,I,,BLUE WATERS PRODUCTS LIMITED,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,1159
0000499009,0000202001,ISRAEL,,S,,,,I,,MIKI YENOT LTD,,DIST,,SR,,Middle East and Africa Area,Intl96  Middle East Div,International,Intl7 Middle East Region,76,,,,1151
0000499029,US,USA,,S,,,,D,,GROCERY OUTLET WHSE  97  GSC,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,8009
0000499097,0000205041,TRAVEL RETAIL,,S,,,,I,,DUTY FREE AIR   SHIP SUPPLY  DFASS,QC,DIST,,SI,,Americas Area,Intl69  Travel Retail Div,International,Intl4 LACM Region,85,0000205041,TRAVEL RETAIL,,1151
0000499108,0000206022,VIETNAM,,S,,,,I,,ZTERM VNT IMEX INC,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000499442,0000202000,BAHRAIN,,S,,,,I,,BMMI BSC,,DIST,,SR,,Middle East and Africa Area,Intl96  Middle East Div,International,Intl7 Middle East Region,76,,,,1151
0000499591,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE   SPIRITS,TX,DIST,,SI,,Western Area,Dom1 Texas Division,Domestic,Dom1 Southern Region,38,TX,Texas,TX,1120
